,MarketName,Website,city,x,y,Bakedgoods,Cheese,Crafts,Flowers,Eggs,Seafood,Herbs,Vegetables,Honey,Jams,Maple,Meat,Nursery,Nuts,Plants,Poultry,Prepared,Soap,Trees,Wine
4659,Miller Beach Farmers Market,http://www.millerbeacharts.org,Gary,-87.266171,41.598166,Y,Y,Y,N,Y,N,Y,Y,Y,N,N,N,N,N,Y,N,Y,Y,N,N
4660,MILLERSBURG FARMERS' MARKET,,MILLERSBURG,-81.9175,40.5555,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
4661,Millersville Farmers Market,,Millersville,-76.3618026,39.9959563,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,N,Y,Y,N,N
4662,Millerton Farmers Market,http://www.neccmillerton.org/millerton_farmers_market.html,MIllerton,-73.511549,41.953307,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y
4663,Millesburg FM,,Milesburg,-77.7816,40.9433,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
4664,Millheim Farmers Market,,Millheim,-77.4767,40.8909,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
4665,Millington Farmers' Market,http://www.millingtonfarmersmarket.com,Millington,-89.891145,35.34198,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,Y,N,N
4666,Mills Rest Ranch,,Mt. Gilead,-82.8266,40.4605,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
4667,Mills River Farmers' Market,,MIlls River,-82.5668,35.3884,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,N,Y,Y,Y,Y,N
4668,Millsboro Farmers' Market,http://www.Millsborodowntownpartnership.org,Millsboro,-75.289284,38.594314,Y,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N
4669,"Millville Farmers Market, Millville, DE 19967",http://www.millville.delaware.gov,Millville,-75.112405,38.545259,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,Y,N
4670,Millwood Farmers' Market,http://www.millwoodmarket.org,Spokane,-117.285,47.6864,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N
4671,Milpitas Farmers' Market,http://www.pcfma.com/milpitas,Milpitas,-121.895351,37.431827,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,N,N,N,N,Y,Y,N,N,N
4672,Milton Delaware Farmers' Market,http://www.miltonfarmersmarket.org,Milton,-75.311515,38.778811,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,N,N,N
4673,Milton Farmers Market,,Milton MA,-71.067,42.2694,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N
4674,Milton Grange Farmers Market,,Milton,-73.1167,44.6279,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
4675,Milton-Freewater Farmers Market,http://www.mffarmersmarket.com,Milton-Freewater,-118.382,45.9244,Y,Y,Y,N,N,N,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,N,N
4676,Milwaukee Asian Farmers Market,,Milwaukee,-88.005035,43.132956,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N
4677,Milwaukee County Winter Farmers' Market,http://www.mcwfm.org,Milwaukee,-87.945707,43.026242,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,N,N
4678,Milwaukie Sunday Farmers Market,http://www.milwaukiefarmersmarket.com,Milwaukie,-122.642,45.4451,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
4679,Mimbres Valley Farmers' Market,http://www.mimbresvalleyfarmersmarket.blogspot.com,San Lorenzo,-107.94,32.8021,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,Y,N,Y,Y,N,Y,Y,N,N
4680,Minden Farmers Market,http://www.nevadagrown.com,Minden,-119.766,38.9541,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
4681,Minden Farmers Market,http://www.mindenne.org,Minden,-98.9463,40.4994,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
4682,Mineral County Farmers' Market-- Keyser Assembly of God,,Keyser,-79.007519,39.401158,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,Y,N,N
4685,Mineral Farmer's Market,http://www.mineralmarket.org,Mineral,-77.907497,38.012293,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,N
4686,Mineral Farmers Market Louisa County,,Louisa,-77.9078,38.0102,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
4687,Mineral Point Market,http://www.mineralpointmarket.com,Mineral Point,-90.186725,42.863194,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,N
4688,Minerva Farmers' Market,,Minerva,-81.102595,40.727935,Y,Y,N,N,N,N,Y,Y,N,N,Y,N,N,N,Y,N,Y,Y,N,N
4689,Mini-Cassia Farmers' Market,,Burley,-113.761,42.5476,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
4690,Minneapolis Farmers Market,http://www.mplsfarmersmarket.com,Minneapolis,-93.2867112,44.9808738,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N
4691,Minneapolis Farmers Market,http://www.mplsfarmersmarket.com,Minneapolis,-93.271093,44.978263,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,N,N
4692,Minnetonka Farmers' Market,http://www.eminnetonka.com,Minnetonka,-93.466228,44.940433,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,N
4693,Minnetrista's Farmers Market,http://www.minnetrista.net,Muncie,-85.3969,40.2275,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,N,N
4694,Minocqua Farmers' Market,http://www.minocquafarmersmarket.com/,Minocqua,-89.7115,45.8691,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N
4695,Minot Farmers Market,,Minot,-101.316,48.2401,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
4696,Mint Hill Farmers Market,http://www.minthillhistory.com/market.htm,Mint Hill,-80.6548,35.185,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
4697,Mint Plaza FM,,San Francisco,-122.408,37.7826,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
4698,Miranda Farmers Market,,Miranda,-123.824,40.237,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
4699,Mission Bay at UCSF Farmers' Market,http://www.pcfma.com/missionbay,San Francisco,-122.3893633,37.7687493,Y,Y,N,Y,N,N,N,Y,Y,N,N,N,N,Y,N,N,Y,N,N,N
4700,Mission Community Market,http://www.missioncommunitymarket.org,San Francisco,-122.4149417,37.7556683,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,N
4701,Mission Hill Farmers Market: Brigham Circle,http://www.cityofboston.gov/food/farmers/,Roxbury,-71.105203,42.334133,N,N,N,N,N,N,Y,Y,Y,N,Y,N,N,N,Y,N,N,N,N,N
4702,Mississippi Band of Choctaw Indians - Choctaw Farmers Market,,Choctaw,-89.2847,33.3914,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
4703,Mississippi Farmers Market,http://www.mdac.state.ms.us/departments/ms_farmers_market/index.html,Jackson,-90.175748,32.303579,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,Y,N
4704,Missoula Farmers Market,,Missoula,-114.036,46.6368,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
4705,Missouri Farmers' Market,http://www.agrimissouri.com/mo-grown/grodetail.php?type=mo-grown&ID=670,Caruthersville,-89.668408,36.176303,Y,N,Y,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N
4706,MISSOURI RIVER LANDING FARMER'S MARKET,,FORT BENTON,-110.6683537,47.8165684,Y,N,Y,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
4707,Mitchell Street Farmers' Market,,Milwaukee,-87.9372,43.0126,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
4708,Moab Farmers' Market,http://www.youthgardenproject.org/farmersmarket,Moab,-109.552726,38.577435,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,N,Y,Y,N,N
4709,Moberly Farmers' Market,,Moberly,-92.4363,39.4206,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
4710,MOCKINGBIRD FARMERS MARKET,,MONROEVILLE,-87.3244,31.5269,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
4711,Modesto Certified Farmers Market,http://www.modestocfm.com,Modesto,-120.992563,37.64355,Y,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,N,Y,N,Y,Y,Y,N
4712,Mohawk Farmers Market,,Mohawk,-74.377823,42.954056,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,Y
4713,Mohawk Valley Farmers Market,,,-73.967626,40.767151,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
4714,Mokena French Market,http://www.bensidoun@yahoo.com,Mokena,-87.8893,41.5303,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
4715,Molokai Farmers' Market,,Kaunakakai,-157.017,21.0919,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N
4716,Momence Farmer's Market,,Momence,-87.6627604,41.1641558,Y,N,Y,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
4717,Momma's Organic Market - Peoria Farmers Market at Park West,,Peoria,-112.269,33.5531,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
4718,Momma's Organic Market -North Peoria/Sun City Farmers Market,http://www.mommasorganicmarket.com/,Sun City,-112.299,33.6705,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
4719,Moncks Corner Farmers Market,,Moncks Corner,-80.0089,33.1926,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
4720,Monday Farmers Market,http://www.tscpl.org,Topeka,-95.696124,39.050413,Y,N,N,Y,Y,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N
4721,Monett Farmers Market,,Monett,-93.9231,36.9198,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
4722,Monmouth Farmers Market,,Monmouth,-90.6482,40.914,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
4723,Monona Farmers Market,,Monona,-91.3898,43.0447,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
4724,Monona Farmers Market,,Monona,-89.3175,43.0466,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
4725,Monongahela Farmers Market,http://www.cityofmonongahela.com,Monongahela,-79.9313,40.2048,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
4726,Monroe County Farmer's Market,http://www.farmersmarketmonroemi.com,Monroe,-83.3951,41.919642,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,N,N,Y,N,N
4727,Monroe County Farmers Market,,Stroudsburg,-75.1941,40.9854,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
4728,Monroe County Farmers Market,,Albia,-92.8041,41.027,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
4729,Monroe County Farmers Market,,Tompkinsville,-85.683365,36.724581,Y,Y,N,N,Y,N,Y,Y,Y,Y,N,Y,N,N,N,N,N,Y,N,N
4730,Monroe County Farmers Market-Columbia IL,,Columbia,-90.1463,38.3233,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
4731,Monroe County Farmers Market-Waterloo IL,,Waterloo,-90.2048,38.4403,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
4732,Monroe County Farmers' Market,,Paris,-92.0013,39.4809,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
4733,Monroe Farm Market,http://www.monroefarmmarket.com,Union,-80.547387,37.588312,Y,N,N,N,Y,Y,Y,Y,Y,N,N,N,N,N,Y,N,N,Y,N,N
4734,Monroe Farmers Market,http://www.monroedowntown.com,Monroe,-83.713118,33.794201,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,N,Y,Y,N,N
4735,Monroe Farmers Market,,Monroe,-74.200308,41.344566,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N
4736,Monroe Farmers Market,,Pioneer,-89.8542,30.7526,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
4737,Monroe Farmers’ Market,http://www.monroefarmersmarket.org,Monroe,-73.207671,41.33237,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N
4738,Monroe Village Farmers' Market,http://www.monroevillagefarmersmarket.org,Rochester,-77.5884889,43.1435614,Y,Y,Y,Y,Y,N,Y,Y,N,Y,N,N,Y,N,Y,Y,N,Y,N,N
4739,Monrovia Farmers Market,http://www.farmernet.com,Los Angeles,-118.001,34.1448,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
4740,Monson Farmers' Market,http://www.monsonfarmersmarket.org,Monson,-72.320487,42.103508,Y,N,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,N,N
4741,Montague Farmers Market,,Montague,-86.3574,43.4162,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
4742,Montana Co-op,http://www.montanacoop.com,Ronan,-114.103734,47.528729,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y
4743,Montavilla Farmers Market,http://www.montavillamarket.org,Portland,-122.584484,45.519128,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,N,Y,Y
4744,Montclair Farmers Market,,Montclair,-117.69,34.0751,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
4745,Montclair Farmers' Market,http://www.urbanvillageonline.com,Oakland,-122.2105349,37.8262314,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,N
4746,Monte Vista Main Street Presents Sunflower Market,http://www.cityofmontevista.com,Monte Vista,-106.152,37.5805,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
4747,Montecito Coast Village Farmers Market,http://www.sbfarmersmarket.org,Montecito,-119.645,34.4211,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
4748,Montefiore Medical Center Farmers Market_Friday,,Bronx,-73.8603,40.8943,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
4749,Montefiore Medical Center Farmers Market_Thursday,,Bronx,-73.8789,40.8804,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
4750,Monterey Bay Certified Farmers Markets,http://www.montereybayfarmers.org,Monterey,-121.8946882,36.5852786,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,N,Y,N
4751,Monterey Bay Certified Farmers Markets,http://www.montereybayfarmers.org,Monterey,-121.88176,36.60135,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,N
4752,Monterey Bay Certified Farmers Markets,http://www.montereybayfarmers.org,Carmel,-121.906985,36.540192,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,N,N,Y,N
4753,Monterey Park CFM,,,-118.121,34.0625,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
4754,MONTEVALLO FARMERS MARKET,,MONTEVALLO,-86.863,33.1003,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,Y,Y,N,N
4755,montevideo farmers' market,,montevideo,-95.7271,44.94776,Y,N,N,N,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N
4756,Montezuma Winery Farmers Market,http://www.montezumawinery.com,Seneca Falls,-76.767311,42.949952,Y,Y,Y,Y,N,N,N,Y,Y,N,N,N,Y,N,Y,N,Y,N,N,Y
4757,Montford Farmers Market,http://www.montfordfarmersmarket.com,Asheville,-82.561093,35.596972,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,N
4758,Montgomery County Farmers Market,,Mt. Ida,-93.5781,34.5376,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
4759,Montgomery County Farmers Market,,Clarksville,-87.2665,36.5145,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
4760,Montgomery County Farmers' Market,,Mt. Sterling,-83.955288,38.045455,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,N,N,N,N,N,N
4761,Montgomery County Farmers' Market Association,http://www.mcfma.org,Troy,-79.89513,35.36276,Y,Y,Y,N,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,N,Y,Y,Y
4762,Montgomery Curb Market,,Montgomery,-86.2952,32.3803,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
4763,Montgomery Farm Women's Cooperative Market,,Bethesda,-77.09232,38.98105,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,N
4764,Montgomery Farmers Market,http://www.montgomeryfriends.org,Skillman,-74.6498,40.4033,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
4765,Montgomery Farmers' Market,http://www.montgomeryfarmersmarket.org,Montgomery,-84.353152,39.230508,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N
4766,Montgomery State Farmers Market,,Montgomery,-86.2627,32.4072,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
4767,Montgomery Village Farmers Market,http://www.montgomeryvillage.com,Montgomery Village,-77.2015,39.1726,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
4768,Monticello Farmers Market,http://www.monticellofarmersmarket.com,Monticello,-91.185,42.2363,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,Y,N,N,Y,N,N,N,N,N
4769,Monticello Farmers' Market,http://www.monticellocommunitycenter.com,Monticello,-93.799239,45.30201,Y,N,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N
4770,Monticello Main Street Farmers Market,http://www.monticellomainstreet.org,Monticello,-88.5718,40.0261,Y,N,Y,N,N,N,N,Y,Y,N,N,Y,N,N,Y,N,N,Y,N,N
4771,Monticello Old Jail Market,http://www.mainstreetmonticellofl.org,Monticello,-83.8692839,30.5465892,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,Y,Y,N
4772,Montoursville Outdoor Growers Market,,Montoursville,-76.9205,41.2542,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
4773,Montpelier Farmers Market,http://www.montpelierfarms.com,Upper Marlboro,-76.722304,38.864465,Y,N,N,N,Y,N,Y,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,N,Y
4774,Montrose Farmers Market,http://www.montrosefarmersmarket.com,Montrose,-107.8633604,38.4783881,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y
4775,Montrose Harvest Market Farmers Market,http://www.farmernet.com,Santa Barbara,-119.713,34.4222,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
4776,"Montrose Riverfront, Inc. Farmers Market",,Montrose,-91.4159,40.534,Y,N,N,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N
4777,Monument Hill Farmers' Market,http://www.springsfarmersmarket.com,monument,-104.8711204,39.0894495,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,N
4778,Monument Market,,Richmond,-77.4687,37.5588,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
4779,Moon Farmers Market,http://www.moontwp.com,Moon Township,-80.1842,40.4916,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
4780,Moore County Farmers Market,,Pinehurst,-79.4601,35.2072,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
4781,Moore County Farmers Market,,Dumas,-101.966,35.8503,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
4782,Moore Square Farmers Market,http://www.raleigheatlocal.com,Raleigh,-78.639423,35.77439,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,N
4783,Mooresville Rotary Club Farmers Market,,Mooresville,-80.8119,35.5808,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
4784,Mora Area Farmers' Market,,Mora,-93.289504,45.876311,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,N,Y,Y,Y,N
4785,Mora Valley Farmers market,,Mora,-105.3376635,35.976119,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,Y,N,N
4786,Moraga Farmers Market,http://www.cafarmersmkts.com/markets/category/moraga,Moraga,-122.127156,37.835056,Y,Y,N,Y,Y,Y,Y,Y,N,Y,N,Y,Y,N,N,N,Y,N,N,N
4787,Moravia Farmers Market,,Moravia,-76.421304,42.711958,Y,N,N,N,Y,N,Y,Y,Y,Y,Y,N,N,N,N,N,N,Y,N,N
4788,Moravia Garden Club Farmers Market,,Moravia,-92.813526,40.89085,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
4789,Morehead City Curb Market,,Morehead City,-76.7198,34.721,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N
4790,Moreland Farmers Market,http://www.morelandfarmersmarket.org/,Portland,-122.6517266,45.4736782,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,N,N,Y
4791,Moreno Valley Farmers Market,,Hesperia,-117.272,33.9363,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
4792,Moreno Valley Farmers' Market,,Eagle Nest,-105.271168,36.552741,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
4793,Morgan County Farmer's Market,http://www.morgan.osu.edu,McConnelsville,-81.8481,39.6479,Y,N,N,N,Y,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N
4794,Morgan County Farmers Market,,Warburg,-84.5863,36.1034,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
4795,Morgan County Farmers' Market,,Mooresville,-86.381035,39.617309,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,N,N,Y,N,N
4796,Morgan County Farmers' Market,,Martinsville,-86.42858975,39.4278603,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,N,N,Y,N,N
4797,Morgan Hill Farmers Market,http://www.cafarmersmkts.com/markets/category/morgan-hill,Morgan Hill,-121.650732,37.129033,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,N,N,Y,N,N,N
4798,MORGAN LOG HOUSE FARM MARKET,http://www.morganloghouse.org/marketl,Lansdale,-75.31232778,40.24536389,Y,N,Y,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,Y,N,N
4799,Morgan Park (Chicago) Farmers Market,http://www.cityofchicago.org/specialevents,Chicago,-87.5544,41.7162,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
4800,Morgan's Grove Market,http://www.morgansgrovemarket.com,Shepherdstown,-77.8254,39.4204,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,N,N,N
4801,Morganton Farmer's Market,http://www.downtownmorganton.com/index.php/farmers-markets,Morganton,-81.688488,35.7466269,Y,Y,Y,Y,Y,N,Y,Y,N,Y,N,Y,Y,N,Y,Y,Y,Y,Y,N
4802,Morganton Farmer's Market,http://www.downtownmorganton.com/index.php/farmers-markets,Morganton,-81.68156,35.74306,Y,Y,Y,Y,Y,N,Y,Y,N,Y,N,Y,Y,N,Y,Y,Y,Y,Y,N
4803,Morgantown Farmers Market,http://www.morgantownfarmers.org/,Morgantown,-79.95379,39.6327039,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,N
4804,Morgantown Farmers Market,http://www.morgantownfarmers.org/,Morgantown,-79.953795,39.630486,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,N
4805,Morningside Farmers Market,http://www.morningsidemarket.com,Atlanta,-84.3523,33.7922,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
4806,Morningside Park Farmers Market,http://www.downtoearthmarkets.com,Mornignside Heights,-73.95965,40.80116,Y,N,N,N,Y,N,Y,Y,N,Y,N,Y,N,N,N,Y,Y,N,N,N
4807,Morningstar Marketplace,,Thomasville,-76.8516,39.9287,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
4808,Morrill Farmer's Market,,Morrill,-103.912897,41.962937,Y,N,Y,N,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,N,Y,N,Y,N
4809,Morris Area Farmers Market,http://www.morrisareafarmersmarket.com,Morris,-95.911741,45.589632,Y,N,N,Y,Y,N,Y,Y,N,Y,Y,Y,N,N,Y,Y,N,Y,N,N
4810,Morris Farmers Market,,Morris,-75.2444,42.5489,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
4811,Morris Farmers' Market,,Morris,-73.19896698,41.68375015,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
4812,Morris Plans Farmers Market,http://www.morrisplainsboro.org,Morris Plains,-74.478456,40.829838,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,N,Y,Y,N,N,N
4813,Morrison Farmers' Market,http://www.morrisonfarmersmarket.com,Morrison,-89.9650278,41.8093158,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,N,Y,Y,Y,N
4814,Morristown Farmers Market,,Morristown,-83.3102,36.2238,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
4815,Morristown Farmers Market,http://www.morristown-nj.org,Morristown,-74.478142,40.796528,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
4816,Morrisville Farmers Market,,Morrisville,-72.605,44.5499,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
